content | chapter
Then they forged an official decree making Sun Jian governor of Changsha with a commission to put down the rebellion of Ou Xing. Within fifty days Sun Jian reported victory and the Jiangxia region was secured. A decree enfeoffed Sun Jian as lord of Wucheng and made Liu Yu protector of Youzhou. Liu Yu launched a campaign against Zhang Ju and Zhang Chun in Yuyang; and Liu Hui of Daizhou wrote the new protector recommending Xuande, whom he had sheltered. Liu Yu was delighted and appointed Xuande district commander. Xuande took the battle straight to the bandits' lair. In several days' hard fighting Xuande beat down the impetuous spirit of the rebels, who then turned upon Zhang Chun, their violent and autocratic leader. He was killed by one of his own chieftains, who brought Chun's head to the government authorities and surrendered with his soldiers. Zhang Ju, his position collapsing, hanged himself. Now Yuyang, too, was fully pacified. Protector Liu Yu reported Xuande's great service to the court. Not only was he forgiven for having flogged the inspector, but he was promoted to deputy magistrate of Xiami and made judicial officer of Gaotang. Gongsun Zan added his praise of Xuande's former service; on his recommendation Xuande was made an auxiliary corps commanding officer and assigned to Pingyuan County as magistrate. At Pingyuan, Xuande had considerable resources and manpower at his disposal and was able to reestablish the atmosphere of former days. Liu Yu, for his great service in quelling the bandits, was made grand commandant. | 002 Zhang Fei Whips the Government Inspector; Imperial In-Law He Jin Plots Against the Eunuchs
In the fourth month of the sixth year of the Zhong Ping reign (ce 189), Emperor Ling fell gravely ill and called for Regent He Jin to make plans for the succession. He Jin was from a butcher's family and had attained his powerful position only through the influence of his younger sister, Lady He, a royal concubine who on giving birth to a son, Bian, had become Empress He. Emperor Ling had a second favourite, Beauty Wang. Lady Wang too bore a son, and Empress He out of jealousy poisoned her. The child, Xie, was raised in the palace of the Emperor's mother, Dong. Queen Mother Dong was the wife of Liu Chang, lord of Jiedu precinct. Because Huan, the previous emperor, had had no male issue, Liu Chang's son was made heir apparent and became Emperor Ling upon the death of Huan. When Ling succeeded to the throne, his mother was taken into the palace and honoured as queen mother. In the matter of Ling's heir apparent, Queen Mother Dong urged the Emperor to name Xie, son of the murdered concubine Wang, over Bian, son of Empress He. The Emperor himself was disposed to make this change as he was partial to Prince Xie. | 002 Zhang Fei Whips the Government Inspector; Imperial In-Law He Jin Plots Against the Eunuchs
As Emperor Ling's end drew near, the eunuch Jian Shuo advised him, "If it is Your Majesty's wish that Prince Xie, not Prince Bian, follow you on the throne, first get rid of Regent He Jin, Bian's uncle, to forestall countermeasures." Emperor Ling took his advice and commanded He Jin to appear. He Jin arrived at the palace gate but there was warned by the commanding officer, Pan Yin, not to enter because Jian Shuo meant to kill him. He Jin fled to his quarters and summoned the ministers and high officials to consider executing all the eunuchs. To this drastic step one man rose to object. "The influence of the eunuchs," he argued, "goes back to the reigns of emperors Chong and Zhi [ce 145–147]. Now they have overrun the court. How can we kill each and every one of them? If discovered, we will be killed and our clans exterminated. Pray consider this thoroughly." Regent-Marshal He Jin regarded the man. It was Cao Cao, commandant for Military Standards. "What do you junior officers know of court matters?" said Jin, turning disdainfully to Cao. | 002 Zhang Fei Whips the Government Inspector; Imperial In-Law He Jin Plots Against the Eunuchs
The problem was still under discussion when Commanding Officer Pan Yin brought the news of the Emperor's demise. "Jian Shuo and the eunuchs," he informed He Jin, "plan to keep the death secret. They have forged a decree summoning you to the palace and expect to have their way by eliminating you before declaring Prince Xie emperor." The group had not yet reached a decision when the court's messenger came commanding He Jin's immediate appearance to resolve all pending issues. "Today before all else we must rectify the succession," cried Cao Cao. "Then we can take care of the traitors." "Who will join me," asked He Jin, "in supporting the legitimate heir, Prince Bian, and bringing the traitors to justice?" "Give me five thousand crack troops," one official spoke up, "and I will march into the palace, enthrone the rightful emperor, destroy the eunuchs, and purge the court, thus restoring peace in the land." He Jin eyed the speaker. It was Yuan Shao (styled Benchu), son of former Minister of the Interior Yuan Feng, nephew of Yuan Wei; at the time Shao was commander of the Capital Districts. He Jin, gratified by the offer, assigned five thousand of his Royal Guard to Yuan Shao's command. | 002 Zhang Fei Whips the Government Inspector; Imperial In-Law He Jin Plots Against the Eunuchs
Yuan Shao girded himself for battle. With He Jin in the lead, He Yu, Xun You, Zheng Tai, and some thirty other high officials filed into the palace. There before the coffin of Emperor Ling they placed He Jin's nephew, Prince Bian, on the throne as Ling's successor, Emperor Shao. When shouts of allegiance from the assembled officials died down, Yuan Shao entered the palace to arrest Jian Shuo. Jian Shuo fled to the royal garden and hid himself, but Guo Sheng, one of the Ten, found and killed him, and the Palace Guard, which Jian Shuo had commanded, all surrendered. Yuan Shao said to He Jin, "These eunuchs have organised their own gang. But today the tide runs with us. Let's kill every last one." Zhang Rang and his group of Ten Eunuchs, realizing that their end was near, rushed to see the Empress He, sister of Regent-Marshal He Jin. "Jian Shuo and Jian Shuo alone," they assured her, "tried to kill your brother the regent. Not one of us was involved. But Yuan Shao has won the regent over and is bent on doing away with all of us. Have pity, Your Majesty." Empress He, whose son, Bian, had just been enthroned, said, "Have no fear. I shall protect you." She ordered He Jin before her and spoke to him privately: "You and I are humbly born and could not enjoy the wealth and status we have today except for Zhang Rang and the Ten. Jian Shuo has paid for his crime. Don't listen to those who want to kill them all." | 002 Zhang Fei Whips the Government Inspector; Imperial In-Law He Jin Plots Against the Eunuchs
Thus admonished, He Jin came out and addressed the assembly: "Jian Shuo tried to murder me. Now he is dead, and his clan will be destroyed. There is no need to punish the rest." "If we don't root them out for good," objected Yuan Shao, "we will pay with our lives." "The decision is made," He Jin insisted. "Let no more be said." With that the assembly retired. The following day Empress He ordered He Jin to supervise the work of the Imperial Secretariat, and the regent-marshal's associates were granted official positions. | 002 Zhang Fei Whips the Government Inspector; Imperial In-Law He Jin Plots Against the Eunuchs
Now the rival empress, Dong (mother of the late Emperor Ling and guardian of Prince Xie), summoned Zhang Rang of the Ten Eunuchs. "I was the one," she told him, "who first helped Empress He. Now her son reigns over all officialdom, inside and outside the court. Her power is great. What are we to do?" "Your Majesty," replied Rang, "control the court from behind the scene; preside over administration; have the imperial son, Xie, enfeoffed as a prince; have high office conferred on your brother, the imperial uncle; see that he gets real military power; use us in important ways, and we can aim higher soon enough." Immensely pleased with this advice, Empress Dong held court the following day and issued a decree naming Xie as prince of Chenliu and Imperial Uncle Dong Chong as general of the Flying Cavalry. Zhang Rang and the eunuchs were again permitted to participate in court affairs. | 002 Zhang Fei Whips the Government Inspector; Imperial In-Law He Jin Plots Against the Eunuchs
Empress He, seeing her rival gather power, arranged a banquet in the palace for her. When the company was well warmed with wine, Empress He lifted her cup and kneeled respectfully as she addressed Empress Dong: "We two women should not concern ourselves with court affairs. In the founding reign of this dynasty Empress Lu wielded great power. But in the end her clan, one thousand strong, was extinguished. You and I should seclude ourselves in the palace and leave court business to the great ministers and elder statesmen. The ruling house will benefit. I hope you will give this your consideration." To this challenge Empress Dong rose angrily. "Your jealousy drove you to poison Beauty Wang," she accused. "Now you have the temerity to say any damned thing you please because your son rules and your brother is in power. But without lifting a finger I can have the general of the Flying Cavalry cut off He Jin's head." "I spoke in good faith," responded Empress He hotly. "What gives you the right to lash out at me?" "A lot you know," retorted Empress Dong, "you offspring of butchers and wine merchants!" The two queens quarreled back and forth until Zhang Rang persuaded them to return to their chambers. | 002 Zhang Fei Whips the Government Inspector; Imperial In-Law He Jin Plots Against the Eunuchs
That night Empress He summoned her brother and described to him the scene at the banquet. Regent He Jin then met with the three elder lords (grand commandant, minister of the interior, minister of works). And the following morning, in accordance with their decision, a courtier petitioned the Emperor not to allow Empress Dong to remain in the palace, on the grounds that she was originally a provincial princess, but to return her to Hejian, her original fief, without delay. The He faction assigned escorts for the rival empress and detailed the Palace Guard to surround the home of Flying Cavalry General Dong Chong and demand his insignia. Chong knew he was trapped and cut his throat in a rear chamber. The household raised the cry of mourning and the cordon was lifted. The eunuchs Zhang Rang and Duan Gui, foiled by the destruction of Empress Dong's faction, proceeded to cultivate He Jin's brother Miao and his mother, Lady Wuyang. Plying them with gifts of gold and pearls, the eunuchs had them visit Empress He day and night and gloss their deeds with fine phrases. In this way the Ten Eunuchs regained the privilege of waiting on the Emperor. In the sixth month He Jin had Empress Dong poisoned at the government relay station in Hejian. Her coffin was brought to the capital and buried in the tombs at Wen. On the pretext of illness, Regent He Jin was absent from the ceremonies. | 002 Zhang Fei Whips the Government Inspector; Imperial In-Law He Jin Plots Against the Eunuchs
The commander of the Capital Districts, Yuan Shao, visited He Jin and told him, "Zhang Rang and Duan Gui are spreading the rumor that you poisoned Empress Dong in order to usurp the throne. Unless you eliminate the eunuchs this time, the consequences will be unspeakable. Early in the last reign Dou Wu tried to destroy them, but they discovered his plans and killed him instead. Today you and your brother have the finest commanders and officers in your service. If they are with you, events can be kept in control. Do not let a Heaven-sent opportunity slip your grasp." He Jin responded, "This is a matter that bears further consideration." Meanwhile, some of He Jin's men were secretly reporting to Zhang Rang, who in turn informed He Miao, Jin's brother, and also bribed him richly. Miao then went before Empress He and said, "The regent, mainstay of the new Emperor, has been guilty of cruel and inhuman conduct. Killing seems to be his sole concern. He has been trying to do away with the Ten Eunuchs for no good reason. It is going to lead to chaos." The Empress agreed, and when He Jin later declared his intention to liquidate the gelded attendants, she replied, "Supervision of palace affairs by these officials of the women's quarters is a long-standing practice of the Han. With the late sovereign so recently departed, your desire to put the old ministers to death does not show proper respect for the ancestral temple of the ruling house." | 002 Zhang Fei Whips the Government Inspector; Imperial In-Law He Jin Plots Against the Eunuchs
He Jin, by nature an indecisive man, feebly muttered his agreement as he left his sister's presence. And to Yuan Shao's question, "How fares our cause?" he could only answer, "The queen mother does not concur. What can we do?" "Indeed," said Yuan Shao sharply, "let us summon the gallants of the realm, march into the capital, and wipe out these capons. Now is the critical moment. Forget the queen mother's disapproval!" "A superb idea," He Jin exclaimed and issued a call to various military stations for troops. But Chen Lin, first secretary to He Jin, objected: "That's not going to work! You know the proverb, 'You can't catch a sparrow with your eyes shut.' Even trivial ends cannot be gained by self-deception; what of affairs of state? Now, General, you have the weight of the throne behind you and military authority in your hands. You can 'prance like a dragon and prowl like a tiger.' Whatever you wish is yours. You can execute the eunuchs as easily as you can burn a hair in a furnace. Act with lightning speed, with decision and expedition, and the whole world will go along. There's no need to call in outside forces and bring a mob of warriors down on the capital, each with his own ambitions. That is like handing someone a weapon pointed toward yourself! You will fail, and worse, you will create an upheaval." With a laugh, He Jin said, "This weak-kneed scholar understands nothing!" Another officer beside He Jin was laughing and applauding. "This really presents no problem," he said. "Why waste so much time discussing it?" The speaker was Cao Cao, and his advice was simple. Indeed: Wise counsel can undo the harm of vicious ministers — When and if it is heeded. | 002 Zhang Fei Whips the Government Inspector; Imperial In-Law He Jin Plots Against the Eunuchs
"Eunuchs," Cao Cao went on, "have been a plague since ancient times. But the founder of the Eastern Han, Emperor Guang Wu, granted them excessive power and favour and sowed the seeds of the crisis that is upon us today. The remedy is to eliminate the ringleaders. A single bailiff could do it. Why involve regional forces? Any attempt to execute the lot of them is bound to get out and likely to fail for that reason." Angered, He Jin shot back, "You have your own view of the matter, Mengde, I see." "He Jin will be the one to undo the empire!" Cao Cao muttered as he left the meeting. Having disposed of his opponent, He Jin dispatched messengers bearing secret decrees to various regional garrisons. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Dong Zhuo, general of the Forward Army, lord of Aoxiang, and imperial inspector of the westernmost province of Xiliang, had escaped the court's penalties for his losses to the Yellow Scarves by bribing the Ten Eunuchs. After that, through the good offices of certain highly placed courtiers, he secured a notable appointment as the commander of two hundred thousand men farther west in Xizhou. But despite such favours, he had no loyalty to the Emperor. When He Jin's secret summons came, he prepared to set out for the capital in full force. Zhuo ordered his son-in-law Imperial Corps Commander Niu Fu to remain and defend his western domains and arranged to take with him to Luoyang four commanders— Li Jue, Guo Si, Zhang Ji, and Fan Chou— and their men. Li Ru, another son-in-law and an adviser, said to Dong Zhuo, "The summons we have received contains much that is unclear. Let us present a statement to the throne legitimating our position. Then we can bid for higher stakes." Pleased with this counsel, Zhuo submitted a petition that said in essence: it is our humble understanding that seditious opposition can no longer be controlled because Zhang Rang and the Constant Attendants of the Inner Bureau have perverted the fundamental order of things. In our view, a raging cauldron is best cooled by removing the fuel. Lancing a pustule, though painful, is preferable to harboring the infection. Your subject makes bold to sound the alarm and enter the capital, with your permission, to destroy Zhang Rang and his gang— for the benefit of the dynasty and the empire. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
He Jin put Dong Zhuo's request to enter the capital before the principal ministers. Zheng Tai, the court censor, objected: "Dong Zhuo's a jackal. Let him into the capital and he'll devour us." "Your indecisiveness," said He Jin, "renders you unfit to discuss major questions." Lu Zhi also voiced opposition: "The Dong Zhuo I have known for many years hides a vicious mind beneath that benign exterior. We're courting disaster. Better keep him out." He Jin ignored all objections. The two critics resigned their offices, and more than half the court followed their example. He Jin had Dong Zhuo greeted at Mianchi. Dong Zhuo restrained his troops and made no move. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Zhang Rang and the eunuchs learned of the arrival of outside forces and said, "A plot of He Jin's. If we don't head it off, our clans will be exterminated." Planting fifty hatchetmen inside the Gate of Praiseworthy Virtue at the Palace of Lasting Happiness, Zhang Rang went in and told the Empress, "The regent means to destroy us and has forged a decree summoning outside troops to the capital. We beg Your Majesty, have mercy and save us." "Present yourselves at his headquarters and apologize for your offenses," was her reply. "If we go there," said Rang, "his men will beat us to a pulp. We appeal to Your Majesty to summon him to the palace and stop him. If he refuses, we prefer to die at your feet." Empress He ordered He Jin to appear. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Chen Lin, He Jin's first secretary, sought to dissuade the regent. "This," he argued, "is a plot of the Ten Eunuchs. Keep away. If you go we are ruined." "It is the Empress's own command," said He Jin. "Nothing can happen." "Our plans," Yuan Shao said, "have been leaked. Our cause is publicly known. Do you still want to enter the palace?" "Have the Ten come out before you go in," suggested Cao Cao. "How silly!" said He Jin with a laugh. "I am the master of the empire. What can those Ten do to me?" "If you insist," Yuan Shao said. "But let us bring an armed guard— just in case." Yuan Shao and Cao Cao each selected five hundred of their finest and put them under the command of Yuan Shao's brother Shu. Fully armored, Yuan Shu drew his men around the ornate palace entrance. Yuan Shao and Cao Cao strapped on their swords and accompanied He Jin to the gate of the Palace of Lasting Happiness. But the Inner Bureau conveyed the Empress's wish: "The Empress has summoned only the regent. No one else may enter." Yuan Shao and Cao Cao stood barred beyond the outer gate as He Jin marched grandly on, straight into the palace. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Their henchmen in place, Zhang Rang and Duan Gui accosted He Jin from both sides at the Gate of Praiseworthy Virtue. In a stern tone Zhang Rang read out a list of charges to the astounded regent: "For what crime did you poison Empress Dong? How could you miss the services for the nation's mother on the pretext of illness? You came from a family of butchers; your recommendation to the throne came from us; and through us you rose to power and glory. But now you conspire against us, forgetting the duties and the thanks you owe. Who is so pure, tell me, if we are as corrupt as you say?" He Jin searched frantically for a way to escape, but every gate was shut. The assassins closed in and cut He Jin in two at the waist. A poet of later times lamented his fate: The Han will fall, its star-told fate fulfilled, With feckless He Jin counseling the king. Deaf to honest words, he seals his doom: Quartered in the queen's receiving room. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Having waited for a long time, Yuan Shao shouted at the gate, "Regent, your carriage is ready!" In response Zhang Rang threw the victim's head down from the wall. "He Jin was executed for plotting to overthrow the dynasty," he cried. "Those who joined him under duress are pardoned, one and all!" "The geldings have murdered a great minister," Shao yelled fiercely. "Those who would destroy this evil faction— lend us your aid!" One of He Jin's commanders, Wu Kuang, set a fire outside the main gate, and Yuan Shu burst into the palace grounds. Every eunuch they caught, they killed. Yuan Shao and Cao Cao broke into the inner sanctum, drove the four eunuchs, Zhao Zhong, Cheng Kuang, Xia Yun, and Guo Sheng, to the House of Emerald Flowers, and hacked them to pieces. From the palace buildings flames sprang skyward. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Four of the Ten Eunuchs— Zhang Rang, Duan Gui, Cao Jie, and Hou Lan— forced Queen Mother He, the crown prince (Liu Bian, i.e., Emperor Shao), and the prince of Chenliu (Liu Xie) out of the main compound and along a rear path toward the north palace compound. Lu Zhi, though he had quit his office, had remained in the imperial complex. Seeing the coup in progress, he armed himself and stood under a second-story walkway. Catching a glimpse of Duan Gui threatening Empress He, Zhi shouted, "Traitor! To kidnap the queen mother!" Gui turned and ran. The queen mother jumped from a window, and Lu Zhi rushed her to safety. Wu Kuang cut his way into the courtyard, where he found He Miao with sword drawn. "Miao was part of the plot against his brother," shouted Kuang. "He must die!" The crowd around Kuang also demanded Miao's head. He Miao tried to flee but was encircled and hacked down. Yuan Shao ordered his men to spread out and kill the Ten Attendants and their families, regardless of age. Many who had no beard were killed by mistake. Cao Cao managed to quell the fires and appealed to the queen mother to assume temporary authority. At the same time he sent soldiers after Zhang Rang and his gang to find Emperor Shao (Prince Bian). | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Earlier, Zhang Rang and Duan Gui had seized the two royal sons, Emperor Shao and the prince of Chenliu (Xie). Braving smoke and fire, the two eunuchs reached the Beimang Hills. During the second watch they heard the clamor of soldiers charging up. In the front ranks was Min Gong, an aide in the Henan district. "Don't move, you traitors," he shouted. Zhang Rang saw he was done for and drowned himself in a nearby stream. Emperor Shao and the prince of Chenliu, unable to tell friend from foe, lay low in the tangled weeds by the water's edge, eluding the wide search. Though famished, the two brothers stayed out of sight until the fourth watch. A chill early dew settled over them. They huddled together and started to sob but swallowed their cries for fear of discovery. "We can't stay here forever," said the prince, "we have to find a way out." They tied themselves together by their clothes and climbed the bank thick with thorny brambles. It was still too dark to see the path. The boys despaired. Suddenly thousands of fireflies gathered before them, emitting a beam of light as they swirled in front of the Emperor. "Heaven is helping us," said the prince. They followed the glow and soon found a road. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
By the fifth watch their feet ached, and they lay down beside some hay stacked on a hillside ridge. Beyond the haystack was a manor whose master had dreamed of two red suns falling to earth behind his farm. Startled from his sleep, he went out and saw two red rays probing the sky. He hurried to the source and discovered the boys. "What family do you belong to?" he asked. The Emperor could not reply. "This is the reigning Emperor," said the prince. "We fled the violence caused by the eunuchs. I am his younger brother, the prince of Chenliu." The astonished lord of the manor saluted them repeatedly. "I am Cui Yi," he said, "brother of the late emperor's minister of the interior, Cui Lie. I retired here when I saw how the eunuchs were corrupting the government." Cui Yi helped the Emperor into his manor and humbly served his guests wine and food. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Meanwhile Min Gong had apprehended Duan Gui. "Where is the Emperor?" he demanded. "We became separated on the road," answered Gui, "and I don't know where he went." Gong killed Gui and tied his severed head around the neck of his horse. Gong's men continued searching in all directions, and Gong himself continued alone along the road. Chance brought him to the Cui manor. The lord received him and asked for an explanation of the gory trophy. In reply, Gong recounted the night's events. Cui Yi then led Min Gong to the Emperor. Sovereign and subject wept bitterly. "The realm," said Gong, "may not lack its lord, even for a single day. Return to the capital, Your Majesty, I pray." Cui Yi had but one feeble horse, which he gave to the Emperor. Gong shared his mount with the prince of Chenliu. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Some three li from the manor an array of hundreds of soldiers drew near, led by Minister of the Interior Wang Yun, Grand Commandant Yang Biao, Commandant of the Left Army Chunyu Qiong, Commandant of the Right Army Zhao Meng, Commandant of the Rear Army Bao Xin, and Commandant of the Central Army Yuan Shao. The Emperor and his subjects wept together when they met. Duan Gui's severed head was sent to the capital as a warning. Fine horses were provided for the Emperor and the prince, and the whole troop escorted the Emperor to Luoyang. Prior to these events a child's ditty sung in Luoyang had foretold: A king who isn't a king, And a prince who is no prince. Together the prince and the king must fly To the Beimang graves, Where their ancestors lie. Events had fulfilled this prognostication. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
The imperial procession had advanced barely a few li when a host of banners darkened the sky. Spreading dust everywhere, a mass of soldiers and horsemen came into view. The officials paled. The Emperor panicked. Yuan Shao raced forward and demanded, "Who are you?" From the shadows of spangled pennons a general came forth and cried in a stern voice, "Where is the Emperor?" The Emperor was too frightened to speak, but the prince of Chenliu guided his horse forward and said tearfully, "Who comes here?" "Dong Zhuo, imperial inspector of Xiliang," was the reply. "Are you here to protect the Emperor or to seize him?" asked the prince. "Only to protect him," said Zhuo. "Then get off your horse," said the prince. "The Emperor is here!" The astonished Zhuo dismounted before the Emperor and prostrated himself at the left side of the road. The prince graciously reassured Dong Zhuo, expressing himself from first to last with discretion and dignity. Dong Zhuo was deeply impressed but did not show it: the idea of deposing Emperor Shao and placing Prince Xie on the throne had already formed in his mind. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
That day the whole entourage returned to the palace, and the Emperor presented himself before Queen Mother He, as one and all wept freely. But the jade seal, whose possession confirms imperial authority, was not to be found. A search of the palace proved fruitless. Dong Zhuo stationed his troops outside Luoyang, but his cavalry daily entered the city and ran riot through the streets, striking fear into the hearts of the people. Dong Zhuo himself went in and out of the imperial buildings, showing neither respect nor restraint. Bao Xin, commandant of the Rear Army, told Yuan Shao that Dong Zhuo's disloyalty was manifest and urged his removal. But Shao replied, "With the court but lately stabilized, this is no time for rashness." Bao Xin also raised the matter with Minister of the Interior Wang Yun, who simply said, "This will have to be considered further." Thus rebuffed, Bao Xin led his own unit out of the capital and took refuge in the Mount Tai region. Dong Zhuo skillfully gained the confidence of the troops of the He brothers, Jin and Miao, and brought them under his authority. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Then he spoke privately to his adviser, Li Ru: "I want to depose the Emperor and enthrone the prince. What do you think?" "The court has no ruler," said Ru. "Act now before circumstances change. Tomorrow call the officials to the Garden of Benign Wisdom and inform them of your decision. This is the time to act upon your authority." Li Ru's answer delighted Dong Zhuo. The next day Dong Zhuo laid a great banquet in the garden for the elder lords and nobles, all of whom he had intimidated into attending. He waited until all the court officials had arrived and then with studied slowness rode to the gate, dismounted, and entered the grounds without removing his sword. After several rounds of wine he ordered the festivities to cease. "I have only one thing to say," he said, his voice loud and harsh. "Hear it in silence." The assembly was keenly attentive. "The Son of Heaven is sovereign lord of all," Dong Zhuo went on, "but without awe-inspiring dignity he cannot do honour to the ancestral temple or our sacred shrines. The present Emperor is timid and weak. For intellect and learning he cannot match the prince of Chenliu, who deserves to inherit the throne. Hence I shall depose the Emperor and instate the prince. What do the great ministers have to say?" | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
The assembly was struck speechless, save one man, who pushed forward his setting and stood up. "This is wrong, wrong!" he shouted. "Who are you to dictate such a thing? The Son of Heaven, lawful heir of true descent, is innocent of fault. To propose his removal is madness. Are you trying to overthrow the dynasty?" Dong Zhuo eyed the speaker, Ding Yuan, imperial inspector of Jingzhou. "Those who obey me," Dong Zhuo rasped, "live; those who do not, die." Grasping his sword, he menaced Ding Yuan. At that moment Li Ru spotted a man standing behind Ding Yuan, a massive presence that inspired a shiver of awe. The man was clenching a figured halberd with two side blades, his eyes filled with anger. "Let us not speak of politics at the banquet," Ru said smoothly, hastening forward. "There will be time some other day for open discussion at the council hall." At the audience's urging, Ding Yuan mounted and left. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Again Dong Zhuo put the question. "Do you see reason in what I have said?" "Not altogether, my wise lord," responded Lu Zhi. "In ancient times Yi Yin, the sage minister of the Shang dynasty, immured Tai Jia, an unfit sovereign, in the Paulownia Palace; and during the Han Prime Minister Huo Guang indicted his sovereign, the prince of Changyi, in the ancestral temple for three thousand misdeeds committed in twenty-seven days after he came to the throne, and then dethroned him. However, in the present situation, although the Emperor has not reached maturity, he has demonstrated his receptive intelligence and humane wisdom. There is no blemish in him. You, my lord, an imperial inspector from the western border districts, have never been a part of court administration. Lacking the remarkable abilities of a Yi Yin or a Huo Guang, how can you arrogate to yourself the authority to alter the succession? As the sage has said, 'For the reasons of a Yi Yin it may be done; otherwise, it is treason.'" Dong Zhuo, enraged by Lu Zhi's speech, advanced on him with bared sword. But Privy Counsellor Cai Yong and Court Counsellor Peng Bo voiced objection: "Secretary Lu Zhi is renowned throughout the land. Begin by killing him and the realm will soon succumb to terror." On this advice, Dong Zhuo desisted. "The banquet is no place for such questions," said Minister Wang Yun. "Let us consider them another day." With that, the assembly adjourned. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Standing at the garden gate looking out, Dong Zhuo saw a man leap on his horse, halberd in hand, and charge back and forth. "Who is that?" he asked Li Ru. "Ding Yuan's adopted son, Lü Bu, styled Fengxian," was the reply. "Avoid him for now, my lord." Dong Zhuo reentered the garden and kept out of sight. The next day word came that Ding Yuan was outside the city with his men spoiling for a fight. Dong Zhuo, joined by Li Ru, led his forces out to meet them. The two armies faced off. There for all to see was Lü Bu, his topknot bound in a golden crown, wearing a millefleurs battle robe, girded with armor and a belt bearing a motif of lions and reptiles. Giving his horse free rein, his halberd poised, Lü Bu followed Ding Yuan to the front of the lines. Ding Yuan pointed at Dong Zhuo and cried out: "Power-hungry eunuchs, the curse of the dynasty, have thrown the masses of the people into the depths of misery. Now you, without a jot of merit, speak madly of meddling in the succession. Do you want to overthrow the dynasty yourself?" Before Dong Zhuo could reply Lü Bu was charging him; Dong Zhuo fled. Ding Yuan took a heavy toll of his forces, driving them back thirty li, where they pitched camp and took counsel. "Lü Bu is extraordinary!" said Zhuo. "If only I could win him to our side, the realm would be ours with little trouble!" | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
Someone stepped up to Dong Zhuo and said, "Your problem is solved, my lord. I come from Lü Bu's village and know him to be brave but shallow, and forgetful of honour when it's to his advantage. Let me try my powers of persuasion on him; I am sure I can get him to join us with his hands meekly folded." A delighted Dong Zhuo observed the speaker. It was Li Su, a commander of the Imperial Tiger Escort. "How do you plan to do it?" asked Zhuo. "I understand," Li Su replied, "that you, my lord, have a prize horse, called Red Hare, of extraordinary speed and stamina. Let me offer it to him, together with gold and pearls, to engage his interest. I will add some arguments of my own, and I guarantee that Lü Bu will betray Ding Yuan and enter your service." "Is this feasible?" Dong Zhuo asked, turning to Li Ru. "If your ambition," responded Li Ru, "is to take possession of the empire, don't begrudge a single horse, my lord." Contented, Dong Zhuo gave Li Su the horse along with one thousand taels of gold, several dozen lustrous pearls, and a jade belt. | 003 In Wenming Garden, Dong Zhuo Denounces Ding Yuan; with Gold and Pearls, Li Su Plies Lü Bu
